CGI_ID,SPID,evalue,Description,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Column7
CGI_10009443,P18503,9E-09,Short-chain collagen C4,,,,,,,
CGI_10009445,Q6DFB7,1E-79,Centrosomal protein POC5,,,,,,,
CGI_10009450,Q5ZJ41,1E-90,E3 ubiquitin-protein ligase MARCH5,,,,,,,
CGI_10009452,Q6DFJ9,2E-56,Cyclin-J,,,,,,,
CGI_10009453,Q96N64,8E-32,.,,,,,,,
CGI_10009454,Q91Z38,5E-62,Tetratricopeptide repeat protein 1,,,,,,,
CGI_10009455,E1BD59,7E-31,E3 ubiquitin-protein ligase TRIM56,,,,,,,
CGI_10009456,Q6ZMW2,2E-15,Zinc finger protein 782,,,,,,,
CGI_10009457,Q9VZW5,2E-08,FMRFamide receptor,,,,,,,
CGI_10009458,Q9LDH0,5E-26,"Beta-(1,2)-xylosyltransferase",,,,,,,
CGI_10009463,Q7Z408,6E-15,CUB and sushi domain-containing protein 2,,,,,,,
CGI_10009466,Q1LUS8,7E-43,.,CGI_10009466,101.419998066632,2.08504754458555,0.406894944363332,5.12428963168373,2.98661591333338E-07,1.39715349311547E-05
CGI_10009467,Q99P25,2E-140,Translin-associated factor X-interacting protein 1,,,,,,,
CGI_10009468,Q19673,8E-39,Putative tyrosinase-like protein tyr-3,,,,,,,
CGI_10009470,Q14703,0,Membrane-bound transcription factor site-1 protease,,,,,,,
CGI_10009471,Q9Y2L5,0,Trafficking protein particle complex subunit 8,,,,,,,
CGI_10009472,A2IBY8,3E-37,Lens fiber major intrinsic protein,,,,,,,
CGI_10009473,Q9WTK8,2E-120,Meiotic recombination protein SPO11,,,,,,,
CGI_10009474,P31331,1E-14,Globin,,,,,,,
CGI_10009475,Q0IJ33,1E-142,Transmembrane protein 129,CGI_10009475,69.3872924432269,-1.0487416470254,0.397943089732052,-2.63540610224329,0.00840366732019164,0.0459533517069542
CGI_10009476,Q5ZIZ2,3E-151,SET and MYND domain-containing protein 5,,,,,,,
CGI_10009477,Q0IIF6,3E-06,Fas apoptotic inhibitory molecule 1,,,,,,,
CGI_10009478,Q62283,3E-46,Tetraspanin-7,CGI_10009478,160.939355960164,1.13054015163184,0.35971552696289,3.14287281724281,0.00167298513681336,0.0140060475443389
CGI_10009479,P56277,2E-13,Mature T-cell proliferation 1 neighbor protein,,,,,,,
CGI_10009480,Q9NUN7,1E-22,Alkaline ceramidase 3,,,,,,,
CGI_10009481,Q92021,4E-06,"Nuclear factor 7, brain",,,,,,,
CGI_10009482,O43301,6E-74,Heat shock 70 kDa protein 12A,,,,,,,
CGI_10009483,O43301,2E-46,Heat shock 70 kDa protein 12A,,,,,,,
CGI_10009484,Q5XGY1,0,Pre-rRNA-processing protein TSR1 homolog,,,,,,,
CGI_10009485,Q92831,0,Histone acetyltransferase KAT2B,,,,,,,
CGI_10009486,P85008,2E-09,Defensin-1,,,,,,,
CGI_10009487,Q9NQ86,1E-11,E3 ubiquitin-protein ligase TRIM36,,,,,,,
CGI_10009488,P85008,3E-07,Defensin-1,CGI_10009488,159.593580610687,-1.33569542940557,0.347099509499244,-3.84816282607993,0.000119006947998218,0.00185272180406316
CGI_10009489,Q460N5,2E-18,Poly [ADP-ribose] polymerase 14,,,,,,,
CGI_10009490,Q460N5,4E-15,Poly [ADP-ribose] polymerase 14,,,,,,,
CGI_10009492,Q8K2Y0,1E-38,RING finger protein 219,CGI_10009492,459.758271761531,-1.10974846060173,0.33628397709615,-3.30003371015334,0.000966732155100871,0.00923862617580204
CGI_10009493,Q0GE19,2E-114,Sodium/bile acid cotransporter 7,,,,,,,
CGI_10009494,P21783,4E-39,Neurogenic locus notch protein homolog,,,,,,,
CGI_10009495,O89114,5E-122,DnaJ homolog subfamily B member 5,CGI_10009495,8074.27288304526,-1.64300384179869,0.483495264412599,-3.39817980181209,0.000678358204210586,0.00709428045624812
CGI_10009496,Q6RI86,4E-87,Transient receptor potential cation channel subfamily A member 1,,,,,,,
CGI_10009497,Q9BXL7,1E-11,Caspase recruitment domain-containing protein 11,,,,,,,
CGI_10009498,Q08257,1E-111,Quinone oxidoreductase,,,,,,,
CGI_10009500,O75382,2E-07,Tripartite motif-containing protein 3,,,,,,,
CGI_10009501,P22033,0,"Methylmalonyl-CoA mutase, mitochondrial",,,,,,,
CGI_10009504,O75581,1E-18,Low-density lipoprotein receptor-related protein 6,,,,,,,
CGI_10009505,Q75LS8,3E-12,Putative FK506-binding protein 9-like protein,,,,,,,
CGI_10009507,P59024,7E-18,Peptidyl-prolyl cis-trans isomerase FKBP14,CGI_10009507,95.6907106835587,1.8487786663383,0.524408114481848,3.52545777855672,0.000422751559849785,0.00498670044152452
CGI_10009508,O08688,1E-173,Calpain-5,,,,,,,
CGI_10009509,O42131,0,DNA topoisomerase 2-beta,,,,,,,
CGI_10009510,P60604,3E-101,Ubiquitin-conjugating enzyme E2 G2,,,,,,,
CGI_10009511,A7MBB4,0,Mitogen-activated protein kinase kinase kinase 13,CGI_10009511,652.8547711826,1.84626551859283,0.414845004138876,4.45049476352079,8.56726827878229E-06,0.000223564905560605
CGI_10009512,Q04310,5E-25,Uncharacterized protein SCO4629,,,,,,,
CGI_10009514,Q5T4S7,1E-155,E3 ubiquitin-protein ligase UBR4,,,,,,,
CGI_10009515,O13395,6E-16,Chitin synthase 6,,,,,,,
CGI_10009516,O13395,2E-10,Chitin synthase 6,,,,,,,
CGI_10009517,O13395,5E-13,Chitin synthase 6,,,,,,,
CGI_10009518,Q5R5L3,0,DnaJ homolog subfamily C member 10,CGI_10009518,62.1493738956012,1.52829472903411,0.435217203668274,3.51156782441666,0.000445471775661472,0.00517513546770868
CGI_10009519,Q9QZB9,1E-78,Dynactin subunit 5,,,,,,,
CGI_10009521,Q27256,1E-17,Protein white,,,,,,,
CGI_10009522,Q9NY64,9E-111,"Solute carrier family 2, facilitated glucose transporter member 8",,,,,,,
CGI_10009523,Q99676,1E-25,Zinc finger protein 184,,,,,,,
CGI_10009524,P50532,0,Structural maintenance of chromosomes protein 4,,,,,,,
CGI_10009525,Q9JJ00,2E-99,Phospholipid scramblase 1,,,,,,,
CGI_10009526,Q10980,9E-32,Galactoside 2-alpha-L-fucosyltransferase 1,,,,,,,
CGI_10009528,Q9NQW7,0,Xaa-Pro aminopeptidase 1,,,,,,,
CGI_10009529,Q8MJD6,2E-14,Homeodomain-only protein,CGI_10009529,45.1127663957852,1.39988038327488,0.401808361048912,3.48395035787838,0.000494071118241775,0.00557756565501898
CGI_10009530,Q8BLD6,1E-82,Ankyrin repeat domain-containing protein 55,,,,,,,
CGI_10009531,Q969X5,6E-122,Endoplasmic reticulum-Golgi intermediate compartment protein 1,,,,,,,
CGI_10009532,Q865K9,2E-37,Membrane progestin receptor beta,,,,,,,
CGI_10009533,Q86WK9,2E-41,Membrane progestin receptor alpha,CGI_10009533,96.2912744816707,1.09199462004534,0.30757914472529,3.55028823888772,0.000384809578698642,0.00465069169466915
CGI_10009534,Q9Y6X6,0,Myosin-XVI,CGI_10009534,1965.07160877989,1.82138914050585,0.281638420279733,6.467118863601,9.98890770572825E-11,1.28582046842864E-08
CGI_10009535,Q9Y6X6,6E-11,Myosin-XVI,,,,,,,
CGI_10009537,P49230,1E-10,Profilin,CGI_10009537,6611.96960380724,-0.812425724300351,0.224026371221302,-3.62647361500939,0.000287318162471074,0.00371295493360719
CGI_10009538,P13984,2E-37,General transcription factor IIF subunit 2,,,,,,,
CGI_10009539,Q99J62,4E-127,Replication factor C subunit 4,,,,,,,
CGI_10009541,Q9QXA6,2E-92,"B(0,+)-type amino acid transporter 1",,,,,,,
CGI_10009551,A6NCI4,0,von Willebrand factor A domain-containing protein 3A,,,,,,,
CGI_10009552,Q86Y56,0,HEAT repeat-containing protein 2,,,,,,,
CGI_10009553,Q96P65,1E-37,Pyroglutamylated RFamide peptide receptor,,,,,,,
CGI_10009558,P55215,4E-09,Caspase-2,,,,,,,
CGI_10009560,Q91ZW7,2E-12,CD209 antigen-like protein E,,,,,,,
CGI_10009564,Q8VI56,3E-22,Low-density lipoprotein receptor-related protein 4,,,,,,,
CGI_10009565,Q40588,5E-35,L-ascorbate oxidase,,,,,,,
CGI_10009567,Q9JI18,5E-54,Low-density lipoprotein receptor-related protein 1B,,,,,,,
CGI_10009569,Q9BXM0,2E-10,Periaxin,,,,,,,
CGI_10009571,Q18PE1,2E-19,Protein Dok-7,CGI_10009571,359.086607282879,1.91903256686617,0.383604417646342,5.00263416839843,5.65521968459533E-07,2.39210512163132E-05
CGI_10009572,Q99758,0,ATP-binding cassette sub-family A member 3,,,,,,,
CGI_10009573,Q99758,5E-71,ATP-binding cassette sub-family A member 3,,,,,,,
CGI_10009574,P18426,2E-27,S-crystallin SL11,,,,,,,
CGI_10009575,Q7Z6Z7,0,E3 ubiquitin-protein ligase HUWE1,,,,,,,
CGI_10009576,Q96PZ0,1E-61,Pseudouridylate synthase 7 homolog,,,,,,,
CGI_10009577,Q8CI17,3E-07,Protein mab-21-like 3,,,,,,,
CGI_10009583,O15973,2E-24,"Rhodopsin, GQ-coupled",,,,,,,
CGI_10009585,A0JM12,7E-32,Multiple epidermal growth factor-like domains protein 10,,,,,,,
CGI_10009586,O93574,4E-11,Reelin,,,,,,,
CGI_10009587,O01393,3E-91,Innexin unc-9,CGI_10009587,39.4324294527727,-1.21633486972911,0.458735760944093,-2.65149345938466,0.00801366651058646,0.0443201048653542
CGI_10009588,Q03412,7E-72,Innexin unc-7,,,,,,,
CGI_10009592,Q04799,0,Dimethylaniline monooxygenase [N-oxide-forming] 5,,,,,,,
CGI_10009594,Q9UPV9,1E-75,Trafficking kinesin-binding protein 1,CGI_10009594,502.583406387082,1.62297512159634,0.319923054580508,5.07301708444998,3.91557330219363E-07,1.75879849967386E-05
CGI_10009595,E7FAW3,0,Uncharacterized protein,CGI_10009595,528.416455816717,0.857237390399632,0.308521948387088,2.7785296795938,0.00546055245579872,0.033698003893893
CGI_10009597,D8VNS7,5E-22,Ryncolin-1,,,,,,,
CGI_10009598,Q93075,2E-13,Putative deoxyribonuclease TATDN2,,,,,,,
CGI_10009599,Q00546,6E-11,Tenascin-R,,,,,,,
CGI_10009600,Q3SZZ7,7E-46,Fibrinogen-like protein 1,,,,,,,
CGI_10009601,Q9N0A8,2E-125,Rho guanine nucleotide exchange factor 3,,,,,,,
CGI_10009603,Q80VI1,3E-16,E3 ubiquitin-protein ligase TRIM56,CGI_10009603,191.591886695587,1.87507434104698,0.470121983080821,3.98848470934963,6.64966881712701E-05,0.00117548984251148
CGI_10009604,P49109,2E-173,Dimethylaniline monooxygenase [N-oxide-forming] 5,,,,,,,
CGI_10009605,Q12019,4E-07,Midasin,,,,,,,
CGI_10009606,Q9BTY2,0,Plasma alpha-L-fucosidase,,,,,,,
CGI_10009608,Q9ESN6,3E-12,Tripartite motif-containing protein 2,,,,,,,
CGI_10009609,Q9ESN6,5E-12,Tripartite motif-containing protein 2,,,,,,,
CGI_10009611,Q6P5B0,1E-30,RRP12-like protein,,,,,,,
CGI_10009612,Q99P60,4E-14,"Fatty acid-binding protein, adipocyte",,,,,,,
CGI_10009613,Q99P60,2E-12,"Fatty acid-binding protein, adipocyte",,,,,,,
CGI_10009615,P18292,2E-26,Prothrombin,,,,,,,
CGI_10009616,Q5R5P3,0,Threonine synthase-like 1,,,,,,,
CGI_10009617,P58340,3E-33,Myeloid leukemia factor 1,,,,,,,
CGI_10009619,Q8C1B2,3E-26,TCDD-inducible poly [ADP-ribose] polymerase,,,,,,,
CGI_10009620,Q8C1B2,1E-36,TCDD-inducible poly [ADP-ribose] polymerase,,,,,,,
CGI_10009621,Q9H0J9,7E-47,Poly [ADP-ribose] polymerase 12,,,,,,,
CGI_10009622,Q62901,2E-17,Arginine-glutamic acid dipeptide repeats protein,,,,,,,
CGI_10009624,Q495T6,0,Membrane metallo-endopeptidase-like 1,,,,,,,
CGI_10009626,P55265,7E-07,Double-stranded RNA-specific adenosine deaminase,,,,,,,
CGI_10009627,P55265,9E-80,Double-stranded RNA-specific adenosine deaminase,,,,,,,
CGI_10009628,Q9I8C7,4E-101,Neuronal acetylcholine receptor subunit alpha-10,,,,,,,
CGI_10009629,P09482,1E-07,Neuronal acetylcholine receptor subunit alpha-4,,,,,,,
CGI_10009630,P12389,6E-93,Neuronal acetylcholine receptor subunit alpha-2,,,,,,,
CGI_10009632,Q9DGD1,5E-62,"Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase C",,,,,,,
CGI_10009635,O76329,6E-26,Interaptin,,,,,,,
CGI_10009636,Q96JA1,1E-10,Leucine-rich repeats and immunoglobulin-like domains protein 1,,,,,,,
CGI_10009637,P56182,3E-53,Ribosomal RNA processing protein 1 homolog A,CGI_10009637,284.25329853796,-1.19913531364951,0.376142906878192,-3.18797800442859,0.00143271434551282,0.0124172892665774
CGI_10009638,Q9NQV6,8E-120,PR domain zinc finger protein 10,,,,,,,
CGI_10009639,Q9CQ44,1E-15,Transmembrane protein 218,,,,,,,
CGI_10009640,Q03412,4E-88,Innexin unc-7,,,,,,,
CGI_10009641,P49696,0,Valine--tRNA ligase,,,,,,,
CGI_10009642,Q9D1Q6,4E-136,Endoplasmic reticulum resident protein 44,,,,,,,
CGI_10009643,Q99LM9,8E-45,Transcriptional adapter 1,,,,,,,
CGI_10009644,O57590,1E-116,Surfeit locus protein 4,,,,,,,
CGI_10009645,Q6P618,6E-179,Adenylate kinase 8,,,,,,,
CGI_10009646,P49796,6E-39,Regulator of G-protein signaling 3,,,,,,,
CGI_10009648,Q8BK03,4E-47,Protein FAM73B,,,,,,,
CGI_10009649,Q8VI56,6E-35,Low-density lipoprotein receptor-related protein 4,,,,,,,
CGI_10009650,P31696,1E-07,Agrin,CGI_10009650,55.3740189031611,2.19319267026598,0.471589683144356,4.65063751107259,3.30910514658715E-06,0.000103369115165377
CGI_10009651,P46782,3E-82,40S ribosomal protein S5,,,,,,,
CGI_10009652,Q6UR05,1E-06,Multidrug resistance-associated protein 1,,,,,,,
CGI_10009654,Q5F364,1E-33,Multidrug resistance-associated protein 1,,,,,,,
CGI_10009655,Q92887,9E-09,Canalicular multispecific organic anion transporter 1,,,,,,,
CGI_10009656,A8TX70,5E-16,Collagen alpha-5(VI) chain,,,,,,,
CGI_10009657,A6H584,3E-23,Collagen alpha-5(VI) chain,,,,,,,
CGI_10009658,O95236,9E-07,Apolipoprotein L3,,,,,,,
CGI_10009659,O75095,3E-37,Multiple epidermal growth factor-like domains protein 6,CGI_10009659,128.029043851917,-1.20236475223688,0.384692861271425,-3.12551875348823,0.0017749175247674,0.0145420410615287
CGI_10009660,B3LZ39,0,Glutamate [NMDA] receptor subunit 1,,,,,,,
CGI_10009661,Q8BGC0,1E-84,HIV Tat-specific factor 1 homolog,,,,,,,
CGI_10009662,Q8BGW8,2E-11,Transcription cofactor vestigial-like protein 2,,,,,,,
CGI_10009664,Q9W4Q9,4E-13,Probable insulin-like peptide 7,,,,,,,
CGI_10009666,Q54G96,7E-06,Uncharacterized protein DDB_G0290301,,,,,,,
CGI_10009672,B3SAE4,3E-31,Putative deoxyribonucleoside 5'-monophosphate N-glycosidase,,,,,,,
CGI_10009677,P26270,3E-151,26S proteasome non-ATPase regulatory subunit 7,,,,,,,
CGI_10009679,Q6B857,2E-137,.,,,,,,,
CGI_10009680,P28020,0,Casein kinase II subunit alpha,CGI_10009680,313.441136724528,-0.732071329990174,0.240773412505268,-3.04049904170444,0.00236186443226363,0.0179479238553155
CGI_10009681,Q8C5T8,8E-76,Coiled-coil domain-containing protein 113,,,,,,,
CGI_10009682,Q695T7,1E-177,Sodium-dependent neutral amino acid transporter B(0)AT1,,,,,,,
CGI_10009683,Q9H1A3,2E-99,Methyltransferase-like protein 9,,,,,,,
CGI_10009685,Q5ZLG9,2E-118,.,,,,,,,
CGI_10009686,Q5ZLG9,3E-44,.,,,,,,,
CGI_10009688,B2RYN2,8E-10,F-box only protein 31,,,,,,,
CGI_10009689,B2RYN2,6E-18,F-box only protein 31,,,,,,,
CGI_10009691,P49301,5E-06,Macrophage asialoglycoprotein-binding protein 1,,,,,,,
CGI_10009692,Q8CJ91,7E-08,CD209 antigen-like protein B,,,,,,,
CGI_10009693,O94826,3E-144,Mitochondrial import receptor subunit TOM70,,,,,,,
CGI_10009694,Q66H95,5E-30,Disrupted in renal carcinoma protein 2 homolog,,,,,,,
CGI_10009695,Q8BFQ6,2E-37,Disrupted in renal carcinoma protein 2 homolog,,,,,,,
CGI_10009696,O15075,0,Serine/threonine-protein kinase DCLK1,CGI_10009696,482.341057772568,1.29724855030135,0.300923070205339,4.31089763046799,1.62593169340995E-05,0.00038170587367935
CGI_10009697,Q8IWI9,1E-09,MAX gene-associated protein,,,,,,,
CGI_10009699,Q96MM6,2E-52,Heat shock 70 kDa protein 12B,CGI_10009699,178.680059032608,1.28994703412443,0.369119357683087,3.49466102840353,0.000474664178471034,0.00542231026984778
CGI_10009700,Q9W596,8E-07,Microtubule-associated protein futsch,,,,,,,
CGI_10009701,P49579,7E-23,Acetylcholine receptor subunit beta,,,,,,,
CGI_10009704,Q8CGY8,3E-110,UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit,CGI_10009704,960.930449465881,1.15906909066113,0.30442257316723,3.80743477266521,0.000140415758441757,0.00211229352699051
CGI_10009705,P56558,0,UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit,CGI_10009705,1042.86168239756,1.42724575254647,0.330297399614591,4.32109291266554,1.55258276111318E-05,0.000369002941241027
CGI_10009706,Q96MW5,0,Conserved oligomeric Golgi complex subunit 8,CGI_10009706,366.262986432727,1.06452080435394,0.293987605792308,3.62097171234485,0.000293498607173623,0.00377299147827754
CGI_10009707,Q4KL91,6E-70,Proton-coupled amino acid transporter 4,CGI_10009707,97.2013842417156,2.4943603048752,0.415319127937217,6.00588833282023,1.90287129182981E-09,1.67417758611449E-07
CGI_10009708,A2VD82,7E-118,Tetratricopeptide repeat protein 38,,,,,,,
CGI_10009709,O09131,2E-49,Glutathione S-transferase omega-1,CGI_10009709,28.9563367849606,-1.3339914166727,0.442808953925262,-3.01256649136742,0.00259048679456849,0.019250498535383
CGI_10009712,Q8TER0,3E-45,"Sushi, nidogen and EGF-like domain-containing protein 1",CGI_10009712,29.9319087105823,-1.43124593523336,0.536544577020746,-2.66752474357414,0.00764122623114528,0.0428444462791594
CGI_10009715,A6QQM4,7E-123,Zinc finger protein 474,,,,,,,
CGI_10009716,D3ZHP7,2E-144,Serine/threonine-protein kinase ULK3,,,,,,,
CGI_10009717,P35950,2E-21,Low-density lipoprotein receptor,,,,,,,
CGI_10009718,P46023,2E-73,G-protein coupled receptor GRL101,,,,,,,
CGI_10009719,Q8BFR5,7E-149,"Elongation factor Tu, mitochondrial",,,,,,,
CGI_10009721,O54781,4E-97,SRSF protein kinase 2,,,,,,,
CGI_10009722,Q5ZKD7,0,Putative helicase MOV-10,,,,,,,
CGI_10009724,Q8C8H8,5E-17,Kyphoscoliosis peptidase,,,,,,,
CGI_10009725,Q91974,2E-21,NF-kappa-B inhibitor alpha,,,,,,,
CGI_10009728,Q14162,8E-06,Scavenger receptor class F member 1,,,,,,,
CGI_10009729,C5BMZ8,2E-11,Biotin biosynthesis bifunctional protein BioHC,,,,,,,
CGI_10009731,Q13619,2E-114,Cullin-4A,,,,,,,
CGI_10009732,Q7Z0T3,8E-21,Temptin,,,,,,,
CGI_10009737,B2RUY7,2E-14,von Willebrand factor C domain-containing protein 2-like,,,,,,,
CGI_10009738,Q8C8N3,7E-06,Brorin,,,,,,,
CGI_10009739,B2RUY7,6E-08,von Willebrand factor C domain-containing protein 2-like,,,,,,,
CGI_10009740,P43032,3E-16,Inhibin beta A chain,,,,,,,
CGI_10009741,Q9D5U8,6E-19,Uncharacterized protein C20orf152 homolog,CGI_10009741,109.247357176876,-1.51546116599029,0.48420478723122,-3.12979385159737,0.00174929016062604,0.0144281499580252
CGI_10009742,Q99NH0,2E-16,Ankyrin repeat domain-containing protein 17,,,,,,,
CGI_10009745,P70555,1E-84,Parathyroid hormone 2 receptor,,,,,,,
CGI_10009747,Q8NEV4,4E-105,Myosin-IIIa,,,,,,,
CGI_10009750,O18783,4E-27,Plasminogen,,,,,,,
CGI_10009751,Q9JL15,2E-17,Galectin-8,,,,,,,
CGI_10009753,Q7Z5L3,1E-09,Complement C1q-like protein 2,,,,,,,
CGI_10009754,Q96KQ7,1E-15,Histone-lysine N-methyltransferase EHMT2,,,,,,,
CGI_10009755,O60469,3E-08,Down syndrome cell adhesion molecule,,,,,,,
CGI_10009756,Q92734,5E-60,Protein TFG,,,,,,,
CGI_10009757,A1L1W9,2E-58,Monocarboxylate transporter 10,,,,,,,
CGI_10009758,Q99MV7,2E-49,RING finger protein 17,,,,,,,
CGI_10009759,O62640,5E-51,Putative inhibitor of apoptosis,,,,,,,
CGI_10009761,Q8JFX8,4E-06,Prokineticin Bm8-f,,,,,,,
CGI_10009762,Q9R0I6,4E-18,Baculoviral IAP repeat-containing protein 4,CGI_10009762,1248.29541118997,2.40922905832357,0.418546053830255,5.7561862936609,8.6035437663964E-09,6.65386973546302E-07
CGI_10009763,Q14790,7E-37,Caspase-8,CGI_10009763,376.24775659698,1.97238761485144,0.500204882024362,3.94315946471585,8.0415146508386E-05,0.00136819431225057
CGI_10009764,Q6GLJ1,4E-39,BTB/POZ domain-containing protein 17,,,,,,,
CGI_10009765,Q28596,2E-10,Thyrotropin-releasing hormone receptor,,,,,,,
CGI_10009767,P97607,1E-19,Protein jagged-2,CGI_10009767,2697.37472565245,2.03064571754733,0.31456878684001,6.455331242321,1.07982451225823E-10,1.37159166523927E-08
CGI_10009774,Q6DFC2,1E-170,.,,,,,,,
CGI_10009776,Q9V818,5E-25,Probable G-protein coupled receptor Mth-like 3,CGI_10009776,26.1111307987967,-1.2065396786311,0.446033579332668,-2.70504225362642,0.00682957017091378,0.0393781458944248
CGI_10009780,Q54MC6,4E-18,Latrophilin receptor-like protein A,,,,,,,
CGI_10009781,Q9VC57,4E-32,Atlastin,,,,,,,
CGI_10009784,Q8C042,2E-10,Enolase-like protein ENO4,,,,,,,
CGI_10009785,B0BM20,2E-06,Enolase-like protein ENO4,,,,,,,
CGI_10009786,Q7SY52,8E-131,Serine/threonine-protein kinase 10,,,,,,,
CGI_10009787,Q9Y4E8,4E-12,Ubiquitin carboxyl-terminal hydrolase 15,,,,,,,
CGI_10009788,Q9SE95,2E-23,FH protein interacting protein FIP2,,,,,,,
CGI_10009789,Q86Z23,4E-08,Complement C1q-like protein 4,,,,,,,
CGI_10009790,Q96RW7,8E-09,Hemicentin-1,,,,,,,
CGI_10009791,Q9Y6R4,8E-121,Mitogen-activated protein kinase kinase kinase 4,CGI_10009791,167.923319111264,-0.967524839206299,0.354916562417936,-2.72606280364842,0.0064094801430592,0.0377213345025699
CGI_10009792,Q5U4T9,6E-111,Lysophospholipid acyltransferase 7,CGI_10009792,113.177223632652,-1.42850240036084,0.336712067573132,-4.2425043172846,2.21039287819176E-05,0.000482601808338573
CGI_10009793,O60494,7E-48,Cubilin,,,,,,,
CGI_10009794,P56719,6E-21,Orexin receptor type 2,,,,,,,
CGI_10009796,Q5EAD5,7E-146,Geranylgeranyl transferase type-1 subunit beta,,,,,,,
CGI_10009797,Q4PM54,1E-23,60S ribosomal protein L17,,,,,,,
CGI_10009798,Q91447,4E-169,Dual specificity mitogen-activated protein kinase kinase 1,,,,,,,
CGI_10009799,Q99M02,1E-28,E3 ubiquitin-protein ligase MARCH2,CGI_10009799,37.9210412448494,2.81339918270218,0.540615072421211,5.20407092999096,1.94969533724858E-07,9.66283115463249E-06
CGI_10009800,P54244,1E-10,Acetylcholine receptor subunit alpha-type deg-3,,,,,,,
CGI_10009803,Q9UJX4,9E-144,Anaphase-promoting complex subunit 5,,,,,,,
CGI_10009804,O55135,1E-59,Eukaryotic translation initiation factor 6,,,,,,,
CGI_10009805,Q96NL8,4E-17,.,,,,,,,
CGI_10009806,Q96NL8,2E-45,.,,,,,,,
CGI_10009807,P07207,0,Neurogenic locus Notch protein,,,,,,,
CGI_10009809,Q11082,3E-10,Probable G-protein coupled receptor B0563.6,,,,,,,
CGI_10009810,O05218,3E-10,Putative gamma-glutamyltransferase ywrD,,,,,,,
CGI_10009811,P25931,6E-47,Neuropeptide Y receptor,,,,,,,
CGI_10009812,A6QLU8,1E-33,Nucleoredoxin,CGI_10009812,4443.44912437111,1.76925341837251,0.444556369181764,3.97981795116092,6.89680624238421E-05,0.00120694109241724
CGI_10009813,O80763,5E-29,Probable nucleoredoxin 1,,,,,,,
CGI_10009814,Q03720,0,Calcium-activated potassium channel slowpoke,,,,,,,
CGI_10009815,Q9VDT6,9E-55,Putative ribosomal RNA methyltransferase CG11447,,,,,,,
CGI_10009816,P27214,1E-85,Annexin A11,CGI_10009816,480.868131429857,1.18281430075399,0.379153668788774,3.11961718459048,0.00181086214742474,0.0147420780932116
CGI_10009817,P56470,7E-27,Galectin-4,,,,,,,
CGI_10009822,Q925F4,2E-34,RING finger protein 37,,,,,,,
